185,,,"Becton Dickinson",Phoenix™,"ID Broth",,"Various organisms","Becton Dickinson Phoenix™ ID Broth",Q-10175,199.000000,75.000000,Assessment,Microbiology,Active,"Becton Dickinson Phoenix™ ID Broth",1860,Phoenix™,"ID Broth","ID Broth","Various organisms",Phoenix™,Phoenix™,"ID Broth","ID Broth",,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls","Liquid controls","liquid controls",,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
186,,,"Becton Dickinson",Phoenix™,"AST Broth",,"Various organisms","Becton Dickinson Phoenix™AST Broth",Q-10176,199.000000,75.000000,Assessment,Microbiology,Active,"Becton Dickinson Phoenix™AST Broth",1870,Phoenix™,"AST Broth","AST Broth","Various organisms",Phoenix™,Phoenix™,"AST Broth","AST Broth",,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls","Liquid controls","liquid controls",,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
187,,,"Becton Dickinson",Phoenix™,"AST Indicator Solution",,"Various organisms","Becton Dickinson Phoenix™ AST Indicator Solution",Q-10177,199.000000,75.000000,Assessment,Microbiology,Active,"Becton Dickinson Phoenix™ AST Indicator Solution",1880,Phoenix™,"AST Indicator Solution","AST Indicator Solution","Various organisms",Phoenix™,Phoenix™,"AST Indicator Solution","AST Indicator Solution",,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls","Liquid controls","liquid controls",,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
188,,,"Becton Dickinson",Phoenix™,"Inoculum Broth",,"Various organisms","Becton Dickinson Phoenix™ Inoculum Broth",Q-10178,199.000000,75.000000,Assessment,Microbiology,Active,"Becton Dickinson Phoenix™ Inoculum Broth",1890,Phoenix™,"Inoculum Broth","Inoculum Broth","Various organisms",Phoenix™,Phoenix™,"Inoculum Broth","Inoculum Broth",,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls","Liquid controls","liquid controls",,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
189,,,"Nova Biomedical",StatStrip®,Glucose,,Glucose,"Nova StatStrip® Glucose",Q-10179,199.000000,75.000000,Assessment,Chemistry,Active,"Nova StatStrip® Glucose",1900,StatStrip®,Glucose,"STATStrip® glucose",Glucose,Handheld,handheld,Strip,strip,,,,,Customizations,customizations,"Liquid control","liquid control","External control","external control","Internal procedural ctl","internal procedrual ctl","Calibration VER ctl","calibration ver ctl",Optics,optics,"Test personnel","test personnel",,,,,,,0
191,,,"Beckman Coulter","MicroScan WalkAway",AST,,"Various organisms","Beckman Coulter MicroScan WalkAway AST",Q-10181,199.000000,75.000000,Assessment,Microbiology,Active,"Beckman Coulter MicroScan WalkAway AST",1920,"MicroScan WalkAway",AST,AST,"Various organisms","MicroScan  WalkAway","MicroScan  WalkAway",AST,AST,,,,,,,"Liquid control","liquid control","External control","external control",,,,,Optics,optics,"Test personnel","test personnel",,,,,,,0
192,,,Roche,"ACCU-CHEK® Inform II",Glucose,,Glucose,"Roche ACCU-CHEK® Inform II",Q-10182,199.000000,75.000000,Assessment,Chemistry,Active,"Roche ACCU-CHEK® Inform II",1930,"ACCU-CHEK® Inform II",Glucose,Glucose,Glucose,Handheld,handheld,Strip,strip,,,,,Customizations,customizations,"Liquid control","liquid control","External control","external control","Internal procedural control","internal procedrual control","Calibration verification controls","calibration verification controls",Optics,optics,"Test personnel","test personnel",,,,,,,0
193,,,Abbott,"ID NOW™","Strep A2",,"Strep A2 ","Abbott ID NOW™  Strep A2",Q-10183,199.000000,75.000000,Assessment,Microbiology,Active,"Abbott ID NOW™  Strep A2",1451,"ID NOW™","Strep A2","Strep A2","Strep A2 ","ID NOW™","ID NOW™","Strep A2 Test Kit","Strep A2 Test kit","Test Base holder","test base holder","Sample Receiver holder","sample receiver holder",Configuration,configuration,"Strep A2 Control swabs","Strep A2 control swabs","Strep A2 Control swabs","Strep A2 control swabs","Strep A2 Proced. Ctrl","Strep A2 proced. ctrl",,,,,"Testing personnel","testing personnel",,,"ID NOW™ Strep A2",,"Strep A2","Strep A2",0
194,,,Abbott,"ID NOW™","Flu A&B",,"Flu A&B","Abbott ID NOW™  Flu A&B",Q-10184,199.000000,75.000000,Assessment,Microbiology,Active,"Abbott ID NOW™  Flu A&B",1452,"ID NOW™","Flu A&B","Flu A&B","Flu A&B","ID NOW™","ID NOW™","Flu A&B Test Kit","Flu A&B Test kit","Test Base holder","test base holder","Sample Receiver holder","sample receiver holder",Configuration,configuration,"Flu A&B Control swabs","Flu A&B control swabs","Flu A&B Control swabs","Flu A&B control swabs","Flu A&B Proced. Ctrl","Flu A&B proced. ctrl",,,,,"Testing personnel","testing personnel",,,"ID NOW™ Flu A&B",,"Flu A&B","Flu A&B",0
195,,,Abbott,"ID NOW™",RSV,,RSV,"Abbott ID NOW™ RSV",Q-10185,199.000000,75.000000,Assessment,Microbiology,Active,"Abbott ID NOW™ RSV",1453,"ID NOW™",RSV,RSV,RSV,"ID NOW™","ID NOW™","RSV Test Kit","RSV Test kit","Test Base holder","test base holder","Sample Receiver holder","sample receiver holder",Configuration,configuration,"RSV Control swabs","RSV control swabs","RSV Control swabs","RSV control swabs","RSV Proced. Ctrl","RSV proced. ctrl",,,,,"Testing personnel","testing personnel",,,"ID NOW™ RSV",,RSV,RSV,0
196,,,Abbott,BinaxNOW™,"Flu A&B Card",,"Flu A&B Card","Abbott BinaxNOW™ Flu A&B",Q-10186,199.000000,75.000000,Assessment,Microbiology,Active,"Abbott BinaxNOW™ Flu A&B",1611,BinaxNOW™,"Flu A&B Card","Flu A&B","Flu A&B Card",DIGIVAL™,reader,"Test card","test card",,,,,,,"Control swabs","control swabs","Flu A&B Ctl swabs","Flu A&B ctl swabs","Flu A&B internal","Flu A&B internal",,,,,"Testing personnel","testing personnel",,,,,,,0
197,,,TECHLAB®,"QUIK CHEK®","C DIFF COMPLETE",,"C DIFF COMPLETE","TECHLAB® QUIK CHEK® C DIFF COMPLETE",Q-10187,199.000000,75.000000,Assessment,Microbiology,Active,"TECHLAB® QUIK CHEK® C DIFF COMPLETE",1940,"QUIK CHEK®","C DIFF COMPLETE","C DIFF COMPLETE","C DIFF COMPLETE","TECHLAB® QUIK CHEK® C DIFF COMPLETE","TECHLAB® QUIK CHEK® C DIFF COMPLETE","Membrane Device","membrane device",,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls","Internal Control","internal control",,,,,"Testing personnel","testing personnel",,,,,,,0
199,,,TECHLAB®,"QUIK CHEK®","GIARDIA CRYPTOSPORIDIUM",,"GIARDIA CRYPTOSPORIDIUM ","TECHLAB® QUIK CHEK® GIARDIA CRYPTOSPORIDIUM",Q-10189,199.000000,75.000000,Assessment,Microbiology,Active,"TECHLAB® QUIK CHEK® GIARDIA CRYPTOSPORIDIUM",1942,"QUIK CHEK®","GIARDIA CRYPTOSPORIDIUM","GIARDIA CRYPTOSPORIDIUM","GIARDIA CRYPTOSPORIDIUM ","TECHLAB® QUIK CHEK® GIARDIA CRYPTOSPORIDIUM","TECHLAB® QUIK CHEK® GIARDIA CRYPTOSPORIDIUM","Membrane Device","membrane device",,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls","Internal Control","internal control",,,,,"Testing personnel","testing personnel",,,,,,,0
200,,,TECHLAB®,"EZ VUE™",LACTOFERRIN,,LACTOFERRIN,"TECHLAB® EZ VUE™  LACTOFERRIN",Q-10190,199.000000,75.000000,Assessment,Microbiology,Active,"TECHLAB® EZ VUE™  LACTOFERRIN",1943,"EZ VUE™",LACTOFERRIN,LACTOFERRIN,LACTOFERRIN,"TECHLAB® EZ VUE™  LACTOFERRIN","TECHLAB® EZ VUE™  LACTOFERRIN","Membrane Device","membrane device",,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls","Internal Control","internal control",,,,,"Testing personnel","testing personnel",,,,,,,0
201,,,TECHLAB®,Immunoview®,"S. pneumoniae and L. pneumophila  AG  Test",," S. pneumoniae
and L. pneumophila
 AG  Test","TECHLAB® Immunoview®  S. pneumoniae & L. pneumophila  AG  Test",Q-10191,199.000000,75.000000,Assessment,Microbiology,Active,"TECHLAB® Immunoview®  S. pneumoniae & L. pneumophila  AG  Test",1944,Immunoview®,"S. pneumoniae and L. pneumophila  AG  Test","S. pneumoniae & L. pneumophila  AG  Test"," S. pneumoniae
and L. pneumophila
 AG  Test","TECHLAB® Immunoview®  S. pneumoniae & L. pneumophila  AG  Test","TECHLAB® Immunoview®  S. pneumoniae & L. pneumophila  AG  Test",Strip,strip,,,,,,,"Control Strips","control strips","Control Strips","control strips","Internal Control","internal control",,,,,"Testing personnel","testing personnel",,,,,,,0
202,,,TECHLAB®,"QUIK CHEK®","H PYLORI",,"H PYLORI","TECHLAB® QUIK CHEK®  H PYLORI",Q-10192,199.000000,75.000000,Assessment,Microbiology,Active,"TECHLAB® QUIK CHEK®  H PYLORI",1945,"QUIK CHEK®","H PYLORI","H PYLORI","H PYLORI","TECHLAB® QUIK CHEK®  H PYLORI","TECHLAB® QUIK CHEK®  H PYLORI","Membrane Device","membrane device",,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls","Internal Control","internal control",,,,,"Testing personnel","testing personnel",,,,,,,0
204,,,Abbott,Afinion™,HbA1c,,HbA1c,"Abbott Afinion™ HbA1c",Q-10194,199.000000,75.000000,Assessment,Chemistry,Active,"Abbott Afinion™ HbA1c",1950,Afinion™,HbA1c,HbA1c,HbA1c,Afinion,Afinion,"Test Cartridge","test cartridge",,,,,,,"HbA1c Liquid ctrls","HbA1C liquid ctrls","HbA1c Liquid ctrls","HbA1C liquid ctrls","Internal process control","internal process control",,,,,"Testing personnel","testing personnel",,,,,,,0
205,,,Abbott,Afinion™,ACR,,ACR,"Abbott Afinion™ ACR",Q-10195,199.000000,75.000000,Assessment,Chemistry,Active,"Abbott Afinion™ ACR",1951,Afinion™,ACR,ACR,ACR,Afinion,Afinion,"Test Cartridge","test cartridge",,,,,,,"ACR Liquid ctrls","ACR liquid ctrls","ACR Liquid ctrls","ACR liquid ctrls","Internal process control","internal process control","ACR CAL VER","ACR CAL VER",,,"Testing personnel","testing personnel",,,,,,,0
206,,,Abbott,Afinion™,"HbA1c Dx",,"HbA1c Dx","Abbott Afinion™ HbA1c Dx",Q-10196,199.000000,75.000000,Assessment,Chemistry,Active,"Abbott Afinion™ HbA1c Dx",1952,Afinion™,"HbA1c Dx","HbA1c Dx","HbA1c Dx",Afinion,Afinion,"Test Cartridge","test cartridge",,,,,,,"HbA1c Dx Liquid ctrls","HbA1c Dx liquid ctrls","HbA1c Dx Liquid ctrls","HbA1c Dx liquid ctrls","Internal process control","internal process control","HbA1c CAL VER","HbA1c CAL VER",,,"Testing personnel","testing personnel",,,,,,,0
207,,,Abbott,Afinion™,CRP,,CRP,"Abbott Afinion™ CRP",Q-10197,199.000000,75.000000,Assessment,Chemistry,Active,"Abbott Afinion™ CRP",1953,Afinion™,CRP,CRP,CRP,Afinion,Afinion,"Test Cartridge","test cartridge",,,,,,,"CRP Liquid ctrls","CRP liquid ctrls","CRP Liquid ctrls","CRP liquid ctrls","Internal process control","internal process control","CRP CAL VER","CRP CAL VER",,,"Testing personnel","testing personnel",,,,,,,0
208,,,Abbott,Afinion™,"Lipid Profile",,"Lipid Profile","Abbott Afinion™  Lipid Profile",Q-10198,199.000000,75.000000,Assessment,Chemistry,Active,"Abbott Afinion™  Lipid Profile",1954,Afinion™,"Lipid Profile","Lipid Profile","Lipid Profile",Afinion,Afinion,"Test Cartridge","test cartridge",,,,,,,"Lipid Liquid ctrls","Lipid liquid ctrls","Lipid Liquid ctrls","Lipid liquid ctrls","Internal process control","internal process control","LIPID CAL VER","LIPID CAL VER",,,"Testing personnel","testing personnel",,,,,,,0
209,,,Siemens,"DCA Vantage®",Microalbumin/Creat,,Microalbumin/Creat,"Siemens DCA Vantage®  Microalbumin/Creat",Q-10199,199.000000,75.000000,Assessment,Chemistry,Active,"Siemens DCA Vantage®  Microalbumin/Creat",1351,"DCA Vantage®",Microalbumin/Creat,Microalb/Creat,Microalbumin/Creat,"DCA Vantage®","DCA Vantage®",Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid controls","liquid controls","Liquid controls","liquid controls",,,"Calibration Card verification fluids","calibration card verification fluids",,,"Test personnel","test personnel",,,,,,,0
211,,,Quidel,Sofia®,"SARS FIA",,"SARS ","Quidel Sofia®  SARS",Q-10201,199.000000,75.000000,Assessment,Microbiology,Active,"Quidel Sofia®  SARS",1970,Sofia®,"SARS FIA",SARS,"SARS ",Sofia®,Sofia®,Cassette,cassette,,,,,,,"SARS swabs","SARS swabs","SARS swabs","SARS swabs","Procedural control","procedural control",,,,,"Test personnel","test personnel",,,,,,,0
212,,,Quidel,Sofia®,"RSV FIA",,RSV,"Quidel Sofia® RSV",Q-10202,199.000000,75.000000,Assessment,Microbiology,Active,"Quidel Sofia® RSV",1971,Sofia®,"RSV FIA",RSV,RSV,Sofia®,Sofia®,Cassette,cassette,,,,,,,"RSV swabs","RSV swabs","RSV swabs","RSV swabs","Procedural control","procedural control",,,,,"Test personnel","test personnel",,,,,,,0
216,,,"Becton Dickinson",Macro-Vue™,RPR,,"RPR Card Tests","Beckton Dickson Macro-Vue™ RPR Card Tests",Q-10206,199.000000,75.000000,Assessment,Immunology,Active,"Beckton Dickson Macro-Vue™ RPR Card Tests",1980,Macro-Vue™,RPR,RPR,"RPR Card Tests","Beckton Dickson Macro-Vue™ RPR Card Tests","Beckton Dickson Macro-Vue™ RPR Card Tests","Test Card","test card",,,,,,,"Control Card","control card","Control Card","control card",,,,,,,"Test personnel","test personnel",,,,,,,0
217,,,Roche,"cobas® 6800/8800 Systems",MPX,,"Nucleic acids from HIV, HCV & HBV
","cobas® MPX",Q-10207,199.000000,75.000000,Assessment,Immunology,Active,"cobas® MPX",1511,"cobas® 6800/8800 Systems",MPX,"cobas® MPX  test","Nucleic acids from HIV, HCV & HBV
","cobas® 6800/8800","cobas® 6800/8800","cobas® MPX Cassette","cobas® MPX cassette",,,,,,,"MPX Control Kit","MPX control Kit","MPX Control Kit","MPX control Kit","RNA Internal Control","RNA Internal Control",,,,,"Testing personnel","testing personnel",,,,,,,0
218,,,Roche,"cobas® 6800/8800 Systems",HBV,,"Nucleic acids from HBV","cobas® HBV",Q-10208,199.000000,75.000000,Assessment,Immunology,Active,"cobas® HBV",1512,"cobas® 6800/8800 Systems",HBV,"cobas® HBV Test","Nucleic acids from HBV","cobas® 6800/8800","cobas® 6800/8800","cobas® HBV Cassette","cobas® HBV cassette",,,,,,,"Control Kit","control kit","Control Kit","control kit","RNA Internal Control","RNA Internal Control",,,,,"Testing personnel","testing personnel",,,,,,,0
219,,,Roche,"cobas® 6800/8800 Systems",HCV,,"Nucleic acids from HCV","cobas® HCV",Q-10209,199.000000,75.000000,Assessment,Immunology,Active,"cobas® HCV",1513,"cobas® 6800/8800 Systems",HCV,"cobas® HCV","Nucleic acids from HCV","cobas® 6800/8800","cobas® 6800/8800","cobas® HCV Cassette","cobas® HCV cassette",,,,,,,"Control Kit","control kit","Control Kit","control kit","RNA Internal Control","RNA Internal Control",,,,,"Testing personnel","testing personnel",,,,,,,0
220,,,Roche,"cobas® 6800/8800 Systems",HIV-1,,"Nucleic acids from HIV-1","cobas® HIV-1",Q-10210,199.000000,75.000000,Assessment,Immunology,Active,"cobas® HIV-1",1514,"cobas® 6800/8800 Systems",HIV-1,"cobas® HIV-1","Nucleic acids from HIV-1","cobas® 6800/8800","cobas® 6800/8800","cobas® HIV-1 Cassette","cobas® HIV-1 cassette",,,,,,,"Control Kit","control kit","Control Kit","control kit","RNA Internal Control","RNA Internal Control",,,,,"Testing personnel","testing personnel",,,,,,,0
221,,,"BIO RAD",Monolisa™,"HCV Ag-Ab",,"HCV Ag-Ab","Monolisa™ HCV Ag-Ab",Q-10211,199.000000,75.000000,Assessment,Immunology,Active,"Monolisa™ HCV Ag-Ab",1990,Monolisa™,"HCV Ag-Ab","Monolisa™ HCV Ag-Ab","HCV Ag-Ab",Monolisa™,Monolisa™,"Monolisa™ HCV Ag-Ab microtiter plate","Monolisa™ HCV Ag-Ab microtiter plate",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
222,,,DiaSorin,"LIAISON® XL","CMV IgG",,"CMV IgG","LIAISON® XL CMV IgG",Q-10212,199.000000,75.000000,Assessment,Immunology,Active,"LIAISON® XL CMV IgG",2000,"LIAISON® XL","CMV IgG","LIAISON® XL CMV IgG","CMV IgG","LIAISON® XL","LIAISON® XL","CMV IgG Reagents","CMV IgG reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
223,,,DiaSorin,"LIAISON® XL","CMV IgM",,"CMV IgM","LIAISON® XL CMV IgM",Q-10213,199.000000,75.000000,Assessment,Immunology,Active,"LIAISON® XL CMV IgM",2001,"LIAISON® XL","CMV IgM","LIAISON® XL CMV IgM","CMV IgM","LIAISON® XL","LIAISON® XL","CMV IgM Reagents","CMV IgM reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
224,,,DiaSorin,"LIAISON® XL","HCV AB",,"HCV AB","LIAISON® XL MUREX HCV AB",Q-10214,199.000000,75.000000,Assessment,Immunology,Active,"LIAISON® XL MUREX HCV AB",2002,"LIAISON® XL","HCV AB","LIAISON® XL MUREX HCV AB","HCV AB","LIAISON® XL MUREX","LIAISON® XL MUREX","HCV AB Reagents","HCV AB reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
225,,,DiaSorin,"LIAISON® XL","Rubella IgG",,"Rubella IgG","LIAISON® XL Rubella IgG",Q-10215,199.000000,75.000000,Assessment,Immunology,Active,"LIAISON® XL Rubella IgG",2003,"LIAISON® XL","Rubella IgG","LIAISON® XL Rubella IgG","Rubella IgG","LIAISON® XL","LIAISON® XL","Rubella IgG Reagents","Rubella IgG reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
226,,,DiaSorin,"LIAISON® XL","Rubella IgM",,"Rubella IgM","LIAISON® XL Rubella IgM",Q-10216,199.000000,75.000000,Assessment,Immunology,Active,"LIAISON® XL Rubella IgM",2004,"LIAISON® XL","Rubella IgM","LIAISON® XL Rubella IgM","Rubella IgM","LIAISON® XL","LIAISON® XL","Rubella IgM Reagents","Rubella IgM reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
227,,,DiaSorin,"LIAISON® XL","Toxo IgG II",,"Toxo IgG II","LIAISON® XL Toxo IgG II",Q-10217,199.000000,75.000000,Assessment,Immunology,Active,"LIAISON® XL Toxo IgG II",2005,"LIAISON® XL","Toxo IgG II","LIAISON® XL Toxo IgG II","Toxo IgG II","LIAISON® XL","LIAISON® XL","Toxo IgG II Reagents","Toxo IgG II reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
228,,,DiaSorin,"LIAISON® XL","Toxo IgM II",,"Toxo IgM II","LIAISON® XL Toxo IgGM II",Q-10218,199.000000,75.000000,Assessment,Immunology,Active,"LIAISON® XL Toxo IgGM II",2006,"LIAISON® XL","Toxo IgM II","LIAISON® XL Toxo IgGM II","Toxo IgM II","LIAISON® XL","LIAISON® XL","Toxo IgM II Reagents","Toxo IgM II reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
229,,,DiaSorin,"LIAISON® XL","Treponema Assay",,"Treponema Assay","LIAISON® XL Treponema Assay",Q-10219,199.000000,75.000000,Assessment,Immunology,Active,"LIAISON® XL Treponema Assay",2007,"LIAISON® XL","Treponema Assay","LIAISON® XL Treponema Assay","Treponema Assay","LIAISON® XL","LIAISON® XL","Treponema Assay Reagents","Treponema Assay Reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
230,,,DiaSorin,"LIAISON® XL",Anti-HBc,," Anti-HBc","LIAISON® XL MUREX Anti-HBc",Q-10220,199.000000,75.000000,Assessment,Immunology,Active,"LIAISON® XL MUREX Anti-HBc",2008,"LIAISON® XL",Anti-HBc,"LIAISON® XL MUREX Anti-HBc"," Anti-HBc","LIAISON® XL MUREX","LIAISON® XL MUREX","Anti-HBc Reagents","Anti-HBc reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
231,,,DiaSorin,"LIAISON® XL",Anti-HBe,,Anti-HBe,"LIAISON® XL MUREX Anti-HBe",Q-10221,199.000000,75.000000,Assessment,Immunology,Active,"LIAISON® XL MUREX Anti-HBe",2009,"LIAISON® XL",Anti-HBe,"LIAISON® XL MUREX Anti-HBe",Anti-HBe,"LIAISON® XL MUREX","LIAISON® XL MUREX","Anti-Hbe Reagents","Anti-Hbe reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
232,,,DiaSorin,"LIAISON® XL",Anti-HBs,,Anti-HBs,"LIAISON® XL MUREX Anti-HBs",Q-10222,199.000000,75.000000,Assessment,Immunology,Active,"LIAISON® XL MUREX Anti-HBs",2010,"LIAISON® XL",Anti-HBs,"LIAISON® XL MUREX Anti-HBs",Anti-HBs,"LIAISON® XL MUREX","LIAISON® XL MUREX","Anti-HBs reagents","Anti-HBs reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
233,,,DiaSorin,"LIAISON® XL","Anti- HBc IgM",,"Anti- HBc IgM","LIAISON® XL MUREX Anti- HBc IgM",Q-10223,199.000000,75.000000,Assessment,Immunology,Active,"LIAISON® XL MUREX Anti- HBc IgM",2011,"LIAISON® XL","Anti- HBc IgM","LIAISON® XL MUREX Anti- HBc IgM","Anti- HBc IgM","LIAISON® XL MUREX","LIAISON® XL MUREX","Anti- HBc IgM Reagents","Anti- HBc IgM reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
234,,,DiaSorin,"LIAISON® XL",Anti-HbeAg,,Anti-HbeAg,"LIAISON® XL MUREX Anti-HbeAg",Q-10224,199.000000,75.000000,Assessment,Immunology,Active,"LIAISON® XL MUREX Anti-HbeAg",2012,"LIAISON® XL",Anti-HbeAg,"LIAISON® XL MUREX Anti-HbeAg",Anti-HbeAg,"LIAISON® XL MUREX","LIAISON® XL MUREX","Anti-HbeAg Reagents","Anti-HbeAg reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
235,,,DiaSorin,"LIAISON® XL","Anti-HBsAg Qual",,"Anti-HBsAg Qual","LIAISON® XL MUREX Anti-HBsAg Qual",Q-10225,199.000000,75.000000,Assessment,Immunology,Active,"LIAISON® XL MUREX Anti-HBsAg Qual",2013,"LIAISON® XL","Anti-HBsAg Qual","LIAISON® XL MUREX Anti-HBsAg Qual","Anti-HBsAg Qual","LIAISON® XL MUREX","LIAISON® XL MUREX","Anti-HBsAg Qual Reagents","Anti-HBsAg Qual reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
236,,,DiaSorin,"LIAISON® XL",recHTLV-I/II,,recHTLV-I/II,"LIAISON® XL MUREX recHTLV-I/II",Q-10226,199.000000,75.000000,Assessment,Immunology,Active,"LIAISON® XL MUREX recHTLV-I/II",2014,"LIAISON® XL",recHTLV-I/II,"LIAISON® XL MUREX recHTLV-I/II",recHTLV-I/II,"LIAISON® XL MUREX","LIAISON® XL MUREX","recHTLV-I/II Reagents","recHTLV-I/II reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
237,,,DiaSorin,"LIAISON® XL","HIV Ab/Ag HT ",,"HIV Ab/Ag HT ","LIAISON® XL MUREX HIV Ab/Ag HT ",Q-10227,199.000000,75.000000,Assessment,Immunology,,"LIAISON® XL MUREX HIV Ab/Ag HT ",2015,"LIAISON® XL","HIV Ab/Ag HT ","LIAISON® XL MUREX HIV Ab/Ag HT ","HIV Ab/Ag HT ","LIAISON® XL MUREX","LIAISON® XL MUREX","HIV Ab/Ag HT Reagents","HIV Ab/Ag HT reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
238,,,DiaSorin,"LIAISON® XL","HBsAg Confirmatory",,"HBsAg Confirmatory ","LIAISON® XL MUREX HBsAg Confirmatory",Q-10228,199.000000,75.000000,Assessment,Immunology,,"LIAISON® XL MUREX HBsAg Confirmatory",2016,"LIAISON® XL","HBsAg Confirmatory","LIAISON® XL MUREX HBsAg Confirmatory","HBsAg Confirmatory ","LIAISON® XL MUREX","LIAISON® XL MUREX","HBsAg Confirmatory Reagents","HBsAg Confirmatory reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
239,,,DiaSorin,"LIAISON® XL","HBsAg Qual ",,"HBsAg Qual ","LIAISON® XL MUREX HBsAg Qual",Q-10229,199.000000,75.000000,Assessment,Immunology,,"LIAISON® XL MUREX HBsAg Qual",2017,"LIAISON® XL","HBsAg Qual ","LIAISON® XL MUREX HBsAg Qual","HBsAg Qual ","LIAISON® XL MUREX","LIAISON® XL MUREX",Reagents,reagents,,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
800,,,"Prabal Manufacture",i-STAT,Cartridge,,??Analytes??,"Cache QCP1",Q-800,199.000000,75.000000,"Product Group",,,"Cache QCP1",1,"Prabal Device",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
801,,,Manufacture,i-STAT,Cartridge,,??Analytes??,"Cache QCP2",Q-801,199.000000,75.000000,"Product Group",,,"Cache QCP2",2,Device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
20002,,,"Prabal Manufacture",i-STAT,Cartridge,,??Analytes??,"Nuza Pro QCP",Q-1234560,199.000000,75.000000,"Product Group",,,1A_20002,1,"Prabal Device",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
20005,,,Manufacture,i-STAT,Cartridge,,??Analytes??,test123,Q-1234561,199.000000,75.000000,"Product Group",,,1A_20005,2,Device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1000007,Y,,Abbott,i-STAT,CG4+,13,"pH, pO2, pCO2, Lac","QA Test Pro QCP7",Q-100007,,,Assessment,"Blood gas",,,280,i-STAT,CG4+,CG4+,"pH, pO2, pCO2, Lac",Handheld,handheld,Cartridge,cartridge,"Cartridge port","cartridge port",Sample,sample,Customizations,customizations,"Liquid control","liquid control","External simulator","external simulator","Internal simulator","internal simulator","Calibration verification controls","calibration verification controls",,,"Test personnel","test personnel",Cali,cali,Reagent,Eqc,Con,Ana,0
