"Add To Risk Table",Category,"Risk Index","Hazard/RISK Statement","Risk Abbreviated Terms","Type Of Risk",Activity,"Common Risk","Specific Risk",Delete
Y,E,50040,"Test Risk Statement 242","Test Abbreviated Terms 242","Instrument Risk",,1,1,0
Y,E,50041,"Test Risk Statement 713","Test Abbreviated Terms 713","Instrument Risk",,1,1,0
Y,E,50042,"Test Risk Statement 269","Test Abbreviated Terms 269","Instrument Risk",,1,1,0
Y,E,50043,"Test Risk Statement 848","Test Abbreviated Terms 848","Instrument Risk",,1,1,0
Y,E,50044,"Test Risk Statement 785","Test Abbreviated Terms 785","Instrument Risk",,1,1,0
Y,E,50045,"Test Risk Statement 692","Test Abbreviated Terms 692","Instrument Risk",,1,1,0
Y,,50046,"Test Risk Statement 371",,,,1,1,0
Y,E,50047,"Test Risk Statement 980","Test Abbreviated Terms 980","Instrument Risk",,1,1,0
Y,E,50048,"Test Risk Statement 250","Test Abbreviated Terms 250","Instrument Risk",,1,1,0
Y,E,50049,"Test Risk Statement 715","Test Abbreviated Terms 715","Instrument Risk",,1,1,0
Y,E,50050,"Test Risk Statement 292","Test Abbreviated Terms 292","Instrument Risk",,1,1,0
Y,E,50051,"Test Risk Statement 105","Test Abbreviated Terms 105","Instrument Risk",,1,1,0
Y,E,50052,"Test Risk Statement 429","Test Abbreviated Terms 429","Instrument Risk",,1,1,0
Y,E,50053,"Test Risk Statement 201","Test Abbreviated Terms 201","Instrument Risk",,1,1,0
Y,E,50054,"Test Risk Statement 546","Test Abbreviated Terms 546","Instrument Risk",,1,1,0
Y,E,50055,"Acc Test","Acc Test","Instrument Risk","quality control",1,1,0
Y,E,50056,"Test Risk Statement 440 All","Test Abbreviated Terms 440 All","Instrument Risk",collection,1,1,0
Y,E,50057,"Test Risk Statement 998 All","Test Abbreviated Terms 998 All","Instrument Risk",collection,1,1,0
Y,E,50058,"Test Risk Statement 456 All","Test Abbreviated Terms 456 All","Instrument Risk",collection,1,1,0
Y,E,50059,"Test Risk Statement 555 All","Test Abbreviated Terms 555 All","Instrument Risk",collection,1,1,0
Y,E,50060,"Test Risk Statement 943 All","Test Abbreviated Terms 943 All","Instrument Risk",collection,1,1,0
Y,E,50061,"Test Risk Statement 295 - Edited","Test Abbreviated Terms 295 - Edited","Instrument Risk",,1,1,0
